keyboard,path,targets,touch_target,layoutfile,touch_file,platforms,layers,nondefault_longpress,longpress_beyond_template,flick,multitap,verdict
basic_kbdca,release/basic/basic_kbdca/source/basic_kbdca.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdcan,release/basic/basic_kbdcan/source/basic_kbdcan.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,107,82,0,2,DEVELOPED
basic_kbdcher,release/basic/basic_kbdcher/source/basic_kbdcher.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|shift-ralt|symbol,12,12,0,0,DEVELOPED
basic_kbdcherp,release/basic/basic_kbdcherp/source/basic_kbdcherp.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdcr,release/basic/basic_kbdcr/source/basic_kbdcr.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdcz1,release/basic/basic_kbdcz1/source/basic_kbdcz1.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdcz2,release/basic/basic_kbdcz2/source/basic_kbdcz2.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdcz,release/basic/basic_kbdcz/source/basic_kbdcz.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdda,release/basic/basic_kbdda/source/basic_kbdda.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbddiv1,release/basic/basic_kbddiv1/source/basic_kbddiv1.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbddiv2,release/basic/basic_kbddiv2/source/basic_kbddiv2.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbddv,release/basic/basic_kbddv/source/basic_kbddv.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbddzo,release/basic/basic_kbddzo/source/basic_kbddzo.kmn,any,yes,yes,yes,tablet,default|shift|alt|shift-alt|symbol,12,12,0,0,DEVELOPED
basic_kbdes,release/basic/basic_kbdes/source/basic_kbdes.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdest,release/basic/basic_kbdest/source/basic_kbdest.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdfa,release/basic/basic_kbdfa/source/basic_kbdfa.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbdfar,release/basic/basic_kbdfar/source/basic_kbdfar.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,20,20,0,0,DEVELOPED
basic_kbdfi1,release/basic/basic_kbdfi1/source/basic_kbdfi1.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,114,96,0,1,DEVELOPED
basic_kbdfi,release/basic/basic_kbdfi/source/basic_kbdfi.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdfo,release/basic/basic_kbdfo/source/basic_kbdfo.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdfr,release/basic/basic_kbdfr/source/basic_kbdfr.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdfthrk,release/basic/basic_kbdfthrk/source/basic_kbdfthrk.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdgae,release/basic/basic_kbdgae/source/basic_kbdgae.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdgeo,release/basic/basic_kbdgeo/source/basic_kbdgeo.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbdgeoer,release/basic/basic_kbdgeoer/source/basic_kbdgeoer.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,29,29,0,0,DEVELOPED
basic_kbdgeome,release/basic/basic_kbdgeome/source/basic_kbdgeome.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,39,39,0,0,DEVELOPED
basic_kbdgeooa,release/basic/basic_kbdgeooa/source/basic_kbdgeooa.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,86,86,0,2,DEVELOPED
basic_kbdgeoqw,release/basic/basic_kbdgeoqw/source/basic_kbdgeoqw.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,16,16,0,0,DEVELOPED
basic_kbdgkl,release/basic/basic_kbdgkl/source/basic_kbdgkl.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|rightalt-shift|caps|rightalt-caps|symbol|symbol-caps,27,27,0,2,DEVELOPED
basic_kbdgn,release/basic/basic_kbdgn/source/basic_kbdgn.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,37,37,0,2,DEVELOPED
basic_kbdgr1,release/basic/basic_kbdgr1/source/basic_kbdgr1.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdgr,release/basic/basic_kbdgr/source/basic_kbdgr.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdgrlnd,release/basic/basic_kbdgrlnd/source/basic_kbdgrlnd.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdgthc,release/basic/basic_kbdgthc/source/basic_kbdgthc.kmn,any,yes,yes,yes,tablet,default|numeric|symbol,14,14,0,0,DEVELOPED
basic_kbdhau,release/basic/basic_kbdhau/source/basic_kbdhau.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,37,37,0,2,DEVELOPED
basic_kbdhaw,release/basic/basic_kbdhaw/source/basic_kbdhaw.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,39,39,0,2,DEVELOPED
basic_kbdhe220,release/basic/basic_kbdhe220/source/basic_kbdhe220.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdhe319,release/basic/basic_kbdhe319/source/basic_kbdhe319.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdhe,release/basic/basic_kbdhe/source/basic_kbdhe.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdheb,release/basic/basic_kbdheb/source/basic_kbdheb.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdhebl3,release/basic/basic_kbdhebl3/source/basic_kbdhebl3.kmn,any,yes,yes,yes,tablet,default|shift|numeric|rightalt|symbol,30,30,0,0,DEVELOPED
basic_kbdhela2,release/basic/basic_kbdhela2/source/basic_kbdhela2.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdhela3,release/basic/basic_kbdhela3/source/basic_kbdhela3.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdhept,release/basic/basic_kbdhept/source/basic_kbdhept.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdhu1,release/basic/basic_kbdhu1/source/basic_kbdhu1.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdhu,release/basic/basic_kbdhu/source/basic_kbdhu.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdibo,release/basic/basic_kbdibo/source/basic_kbdibo.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,72,72,0,2,DEVELOPED
basic_kbdic,release/basic/basic_kbdic/source/basic_kbdic.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdinasa,release/basic/basic_kbdinasa/source/basic_kbdinasa.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,15,15,0,0,DEVELOPED
basic_kbdinbe2,release/basic/basic_kbdinbe2/source/basic_kbdinbe2.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdinben,release/basic/basic_kbdinben/source/basic_kbdinben.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,34,34,0,0,DEVELOPED
basic_kbdindev,release/basic/basic_kbdindev/source/basic_kbdindev.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|shift-rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdinen,release/basic/basic_kbdinen/source/basic_kbdinen.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|shift-ralt|caps|symbol|symbol-caps,27,27,0,2,DEVELOPED
basic_kbdinguj,release/basic/basic_kbdinguj/source/basic_kbdinguj.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,12,12,0,0,DEVELOPED
basic_kbdinhin,release/basic/basic_kbdinhin/source/basic_kbdinhin.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,12,12,0,0,DEVELOPED
basic_kbdinkan,release/basic/basic_kbdinkan/source/basic_kbdinkan.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,12,12,0,0,DEVELOPED
basic_kbdinmal,release/basic/basic_kbdinmal/source/basic_kbdinmal.kmn,any,yes,yes,yes,tablet,default|shift|shift-ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbdinmar,release/basic/basic_kbdinmar/source/basic_kbdinmar.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,60,60,0,0,DEVELOPED
basic_kbdinori,release/basic/basic_kbdinori/source/basic_kbdinori.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,22,22,0,0,DEVELOPED
basic_kbdinpun,release/basic/basic_kbdinpun/source/basic_kbdinpun.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,12,12,0,0,DEVELOPED
basic_kbdintam,release/basic/basic_kbdintam/source/basic_kbdintam.kmn,any,yes,yes,yes,tablet,default|shift|shift-ctrl|symbol,12,12,0,0,DEVELOPED
basic_kbdintel,release/basic/basic_kbdintel/source/basic_kbdintel.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdinuk2,release/basic/basic_kbdinuk2/source/basic_kbdinuk2.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift|symbol,12,12,0,0,DEVELOPED
basic_kbdir,release/basic/basic_kbdir/source/basic_kbdir.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdit142,release/basic/basic_kbdit142/source/basic_kbdit142.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdit,release/basic/basic_kbdit/source/basic_kbdit.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdiulat,release/basic/basic_kbdiulat/source/basic_kbdiulat.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift|symbol,12,12,0,0,DEVELOPED
basic_kbdjav,release/basic/basic_kbdjav/source/basic_kbdjav.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,46,46,0,0,DEVELOPED
basic_kbdkaz,release/basic/basic_kbdkaz/source/basic_kbdkaz.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdkhmr,release/basic/basic_kbdkhmr/source/basic_kbdkhmr.kmn,any,yes,yes,yes,tablet,default|leftctrl|rightalt|shift|rightalt-shift|symbol,12,12,0,0,DEVELOPED
basic_kbdkni,release/basic/basic_kbdkni/source/basic_kbdkni.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,18,18,0,0,DEVELOPED
basic_kbdkurd,release/basic/basic_kbdkurd/source/basic_kbdkurd.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,12,12,0,0,DEVELOPED
basic_kbdkyr,release/basic/basic_kbdkyr/source/basic_kbdkyr.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|rightalt-shift|caps|rightalt-caps|symbol|symbol-caps,27,27,0,2,DEVELOPED
basic_kbdla,release/basic/basic_kbdla/source/basic_kbdla.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdlao,release/basic/basic_kbdlao/source/basic_kbdlao.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdlisub,release/basic/basic_kbdlisub/source/basic_kbdlisub.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdlisus,release/basic/basic_kbdlisus/source/basic_kbdlisus.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdlt1,release/basic/basic_kbdlt1/source/basic_kbdlt1.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdlt2,release/basic/basic_kbdlt2/source/basic_kbdlt2.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdlt,release/basic/basic_kbdlt/source/basic_kbdlt.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdlv1,release/basic/basic_kbdlv1/source/basic_kbdlv1.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdlv,release/basic/basic_kbdlv/source/basic_kbdlv.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdlvst,release/basic/basic_kbdlvst/source/basic_kbdlvst.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,67,67,0,2,DEVELOPED
basic_kbdmac,release/basic/basic_kbdmac/source/basic_kbdmac.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdmacst,release/basic/basic_kbdmacst/source/basic_kbdmacst.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,57,57,0,1,DEVELOPED
basic_kbdmaori,release/basic/basic_kbdmaori/source/basic_kbdmaori.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdmlt47,release/basic/basic_kbdmlt47/source/basic_kbdmlt47.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdmlt48,release/basic/basic_kbdmlt48/source/basic_kbdmlt48.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdmon,release/basic/basic_kbdmon/source/basic_kbdmon.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdmonmo,release/basic/basic_kbdmonmo/source/basic_kbdmonmo.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdmonst,release/basic/basic_kbdmonst/source/basic_kbdmonst.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdmyan,release/basic/basic_kbdmyan/source/basic_kbdmyan.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,12,12,0,0,DEVELOPED
basic_kbdne,release/basic/basic_kbdne/source/basic_kbdne.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdnepr,release/basic/basic_kbdnepr/source/basic_kbdnepr.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,54,54,0,0,DEVELOPED
basic_kbdnko,release/basic/basic_kbdnko/source/basic_kbdnko.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdno1,release/basic/basic_kbdno1/source/basic_kbdno1.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift|caps|rightalt-caps|symbol|symbol-caps,30,30,0,2,DEVELOPED
basic_kbdno,release/basic/basic_kbdno/source/basic_kbdno.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdnso,release/basic/basic_kbdnso/source/basic_kbdnso.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,91,91,0,2,DEVELOPED
basic_kbdntl,release/basic/basic_kbdntl/source/basic_kbdntl.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdogham,release/basic/basic_kbdogham/source/basic_kbdogham.kmn,any,yes,yes,yes,tablet,default|numeric|symbol,22,22,0,0,DEVELOPED
basic_kbdolch,release/basic/basic_kbdolch/source/basic_kbdolch.kmn,any,yes,yes,yes,tablet,default|numeric|symbol,27,27,0,0,DEVELOPED
basic_kbdoldit,release/basic/basic_kbdoldit/source/basic_kbdoldit.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdosa,release/basic/basic_kbdosa/source/basic_kbdosa.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdosm,release/basic/basic_kbdosm/source/basic_kbdosm.kmn,any,yes,yes,yes,tablet,default|numeric|symbol|symbol-caps,30,30,0,0,DEVELOPED
basic_kbdpash,release/basic/basic_kbdpash/source/basic_kbdpash.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdphags,release/basic/basic_kbdphags/source/basic_kbdphags.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,48,48,0,2,DEVELOPED
basic_kbdpl1,release/basic/basic_kbdpl1/source/basic_kbdpl1.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdpl,release/basic/basic_kbdpl/source/basic_kbdpl.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdpo,release/basic/basic_kbdpo/source/basic_kbdpo.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdropr,release/basic/basic_kbdropr/source/basic_kbdropr.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdrost,release/basic/basic_kbdrost/source/basic_kbdrost.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdru1,release/basic/basic_kbdru1/source/basic_kbdru1.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,25,25,0,1,DEVELOPED
basic_kbdru,release/basic/basic_kbdru/source/basic_kbdru.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,26,26,0,1,DEVELOPED
basic_kbdrum,release/basic/basic_kbdrum/source/basic_kbdrum.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,12,12,0,0,DEVELOPED
basic_kbdsf,release/basic/basic_kbdsf/source/basic_kbdsf.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdsg,release/basic/basic_kbdsg/source/basic_kbdsg.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdsl1,release/basic/basic_kbdsl1/source/basic_kbdsl1.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdsl,release/basic/basic_kbdsl/source/basic_kbdsl.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdsmsfi,release/basic/basic_kbdsmsfi/source/basic_kbdsmsfi.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift|caps|rightalt-caps|symbol|symbol-caps,27,27,0,2,DEVELOPED
basic_kbdsmsno,release/basic/basic_kbdsmsno/source/basic_kbdsmsno.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift|caps|rightalt-caps|symbol|symbol-caps,28,28,0,2,DEVELOPED
basic_kbdsn1,release/basic/basic_kbdsn1/source/basic_kbdsn1.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdsora,release/basic/basic_kbdsora/source/basic_kbdsora.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdsorex,release/basic/basic_kbdsorex/source/basic_kbdsorex.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdsors1,release/basic/basic_kbdsors1/source/basic_kbdsors1.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdsp,release/basic/basic_kbdsp/source/basic_kbdsp.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdsw09,release/basic/basic_kbdsw09/source/basic_kbdsw09.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift|symbol,12,12,0,0,DEVELOPED
basic_kbdsw,release/basic/basic_kbdsw/source/basic_kbdsw.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdsyr1,release/basic/basic_kbdsyr1/source/basic_kbdsyr1.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdsyr2,release/basic/basic_kbdsyr2/source/basic_kbdsyr2.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|symbol,12,12,0,0,DEVELOPED
basic_kbdtaile,release/basic/basic_kbdtaile/source/basic_kbdtaile.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdtajik,release/basic/basic_kbdtajik/source/basic_kbdtajik.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdtam99,release/basic/basic_kbdtam99/source/basic_kbdtam99.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,20,20,0,0,DEVELOPED
basic_kbdth0,release/basic/basic_kbdth0/source/basic_kbdth0.kmn,any,yes,yes,yes,tablet,default|shift|ctrl|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdth1,release/basic/basic_kbdth1/source/basic_kbdth1.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdth2,release/basic/basic_kbdth2/source/basic_kbdth2.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdth3,release/basic/basic_kbdth3/source/basic_kbdth3.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdtifi2,release/basic/basic_kbdtifi2/source/basic_kbdtifi2.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdtifi,release/basic/basic_kbdtifi/source/basic_kbdtifi.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdtiprd,release/basic/basic_kbdtiprd/source/basic_kbdtiprd.kmn,any,yes,yes,yes,tablet,default|shift|ralt|caps|symbol|symbol-caps,56,56,0,2,DEVELOPED
basic_kbdtt102,release/basic/basic_kbdtt102/source/basic_kbdtt102.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|rightalt-shift|caps|rightalt-caps|symbol|symbol-caps,68,68,0,2,DEVELOPED
basic_kbdtuf,release/basic/basic_kbdtuf/source/basic_kbdtuf.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdtuq,release/basic/basic_kbdtuq/source/basic_kbdtuq.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdturme,release/basic/basic_kbdturme/source/basic_kbdturme.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,36,30,0,2,DEVELOPED
basic_kbdtzm,release/basic/basic_kbdtzm/source/basic_kbdtzm.kmn,any,yes,yes,yes,tablet,default|rightalt|shift|caps|symbol|symbol-caps,58,58,0,2,DEVELOPED
basic_kbdughr1,release/basic/basic_kbdughr1/source/basic_kbdughr1.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbdughr,release/basic/basic_kbdughr/source/basic_kbdughr.kmn,any,yes,yes,yes,tablet,default|shift|symbol,12,12,0,0,DEVELOPED
basic_kbduk,release/basic/basic_kbduk/source/basic_kbduk.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdukx,release/basic/basic_kbdukx/source/basic_kbdukx.kmn,any,yes,yes,yes,tablet,default|shift|rightalt|caps|symbol|symbol-caps,24,24,0,2,DEVELOPED
basic_kbdur1,release/basic/basic_kbdur1/source/basic_kbdur1.kmn,any,yes,yes,yes,tablet,default|shift|numeric|caps|symbol|symbol-caps,36,36,0,2,DEVELOPED
basic_kbdur,release/basic/basic_kbdur/source/basic_kbdur.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdurdu,release/basic/basic_kbdurdu/source/basic_kbdurdu.kmn,any,yes,yes,yes,tablet,default|shift|numeric|symbol,31,31,0,0,DEVELOPED
basic_kbdus,release/basic/basic_kbdus/source/basic_kbdus.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdusa,release/basic/basic_kbdusa/source/basic_kbdusa.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
basic_kbdusl,release/basic/basic_kbdusl/source/basic_kbdusl.kmn,any,yes,yes,yes,tablet,default|shift|caps|symbol|symbol-caps,24,24,0,1,DEVELOPED
